name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,num_trucks,warehouse_size,business_type,since,bbb_link,dot_info,state_license_row,state_assoc_info
Covan World-Wide Moving Inc.,www.covaninternational.com,334-983-6500,# 1 Covan Dr,Midland City,AL,36350,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,445,"","","","","","",Not Found
Always There Moving LLC,,602-377-1616,2854 East Oakland Ct,Gilbert,AZ,85296,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","",1552062,"",""
Pridgens Moving  Delivery,,770-602-2966,3550 Woodside Dr,Stockbridge,GA,30281,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Professional Packing  Moving Services Inc.,,770-426-1410,8105 Cobb Center Dr Suite B,Kennesaw,GA,30152,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Quick Response Moving Co LLC,,229-382-4833,409 Love Ave,Tifton,GA,31794,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Reads Moving Systems of Georgia,www.readsmoving.com,912-576-1836,101 Commercial Dr.,Woodbine,GA,31569,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Ready to Move LLC,,478-994-8832,1340 Charles Johnson Rd,Forsyth,GA,31029,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Red Baron Antiques Inc.,rbantiques.com,404-252-3770,6450 Roswell Rd,Atlanta,GA,30328,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Reliance Moving Inc.,www.reliancemoving.net,770-780-5557,4372 Dutch Ln,Douglasville,GA,30135,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,2,"","","","","","",Not Found
Rightway Delivery and Moving Services Inc.,www.rightwaydeliverymoving.com,404-691-2400,3800 Wendell Drive Ste 104,Atlanta,GA,30336,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,21,"","","","","","",Not Found
Royalty Van Lines Inc.,www.atouchofclassmoving.com,678-205-2430,2375 John Glenn Dr Ste 107,Atlanta,GA,30341,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,2,"","","","","","",Not Found
RS Moving  Storage Solutions Inc.,www.movesusa.com,404-761-6668,3141 Vivian Sykes St,East Point,GA,30344,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Anthony Moving  Delivery Co Inc.,,602-788-1111,14040 N 38Th Street,Phoenix,AZ,85032,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","",1731531,"",""
Savannah Moving Brokerage,www.savannahmoving.com,912-272-7996,1721 Brogdon St,Savannah,GA,31406,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Scatman Moving  Delivery,www.scatmanmoving.com,404-755-4723,1360 Windage Ct,Marietta,GA,30008,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Scotts Moving Service Inc.,,770-382-5380,3 Twelve Oaks Dr Se,Cartersville,GA,30120,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Sea Island Bonded Storage of Georgia Inc.,,912-927-0035,1871 D Grove Point Rd.,Savannah,GA,31419,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Security Storage  Moving Service Inc.,,706-563-5904,4531 Milgen Rd,Columbus,GA,31907,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Security Storage  Moving Service of Albany Inc.,,229-432-9119,913-15 Roosevelt Ave,Albany,GA,31701,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Shamrock Moving  Storage Inc.,,478-275-2020,202 Central Dr,East Dublin,GA,31027,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Signature Movers,,404-749-6156,6318 Windy Ridge Way,Lithonia,GA,30058,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Signature Moving  Delivery Solutions LLC,www.signaturemoving.com,770-643-6005,2866 Lassiter Rd Bldg  #5,Marietta,GA,30062,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Social Moving Group LLC,socialmovinggroup.com,800-518-9824,6075 ATLANTIC BLVD,NORCROSS,GA,30071,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Apache Movers LLC,www.apachemover.com,602-254-1114,1313 W Liconln St,Phoenix,AZ,85007,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","",2029044,"",""
Southern Choice Moving Service LLC,www.southernchoicemoving.com,706-790-8222,1615 Nixon Rd,Augusta,GA,30906,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Southern Movers Inc.,,770-339-9882,1725 Macleod Dr #0,Lawrenceville,GA,30043,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Spearman Moving Services Inc.,www.spearmanmovingservices.com,770-792-1911,189 Cobb Pkwy N A8,Marietta,GA,30062,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Statesboro Transfer  Storage Co,statesborotransferandstorage.com,912-764-6011,309 Mathews Rd,Statesboro,GA,30458,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","","",Not Found
Sterling Experienced Movers,,404-699-5841,276 Prairie View Pl SW,Atlanta,GA,30311,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Suddath Relocation Systems of Atlanta Inc.,www.suddathrelocation.com,770-447-4366,2600 Pinemeadows Court NW,Duluth,GA,30096,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Sutton Moving Inc.,,770-964-5799,187 Coastline Rd,Fairburn,GA,30213,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Tate The Great Moving  Delivery Service,tatethegreatmoving.com,770-833-6603,9481 Lakeview Rd,Union City,GA,30291,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Taylor's Moving  Storage,www.taylorsmovinginc.com,706-324-6589,220 38Th St,Columbus,GA,31904,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
The Moving Mann,www.themovingmann.com,888-702-6079,1494 Wrightsboro Rd,Augusta,GA,30901,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,22,"","","","","","",Not Found
Arizona Budget Movers LLC,www.budgetmoversaz.com,623-466-7248,2717 W Foothill Dr,Phoenix,AZ,85027,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","",1439807,"",""
The Moving Men Inc.,themovingmen.com,770-892-2373,5083 Union St,Union City,GA,30291,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,3,"","","","","","",Not Found
The Padded Wagon of Georgia Inc.,www.paddedwagon.com,770-428-1333,3065 McCall Dr. Ste. 13,Atlanta,GA,30340,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Tingle Moving Services,www.tinglemovingservice.com,770-478-3263,10588 Fitgerald Rd,Jonesboro,GA,30238,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Truck and I,truckandi.com,404-355-5151,1401 Hills Pl,Atlanta,GA,30318,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,14,"","","","","","",Not Found
TWIINS Relocation LLC,www.stockbridgemovers.com,404-496-2582,60 Lamp Post Ct,Stockbridge,GA,30281,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruck.com,770-792-0304,1257 Kennestone Circle Suite G,Marietta,GA,30066,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,15,"","","","","","",Not Found
Two Men and a Truck,www.twomenalpharetta.com,770-887-3204,1640 McFarland 400 Dr,Alpharetta,GA,30004,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","","",http://www.bbb.org/atlanta/business-reviews/moving-and-storage-company/two-men-and-a-truck-in-alpharetta-ga-5000833,"","",Not Found
Two Men and a Truck Fulton Central,www.twomendowntownatlanta.com,404-425-2544,1017 Collier Road NW,Atlanta,GA,30318,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,11,"","","","","","",Not Found
Two Men and a Truck of Augusta,www.twomenandatruck.com,706-364-1754,3520 Wrightsboro Rd,Augusta,GA,30909,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,11,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruck.com,706-227-4100,260 Commerce Blvd,Bogart,GA,30622,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Arizona Moving and Storage,,602-276-6333,3343 E Corona Ave,Pheonix,AZ,85040,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","",1337324 (Arpin Van Lines 49922),"",""
Two Men and a Truck,www.twomenandatruck.com,478-787-4644,311 Hwy 49 Suite 75,Byron,GA,31008,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruckdallasga.com,770-422-6680,4075 Marietta Hwy Ste 24,Dallas,GA,30157,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Two Men And A Truck,www.twomenpeachtreecityatlanta.com,770-631-6683,185 Fulton Ct,Peachtree City,GA,30269,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruck.com,912-966-0600,78 Colombia Drive Ste G,Pooler,GA,31322,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,7,"","","","","","",Not Found
United Relocation Moving  Storage LLC,,770-696-1932,6487 Peachtree Ind Blvd,Doraville,GA,30360,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Universal Moving,,404-422-5353,4005 Prestone Pl,Powder Spring,GA,30127,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Universal Moving LLC,,404-492-0152,12 Valley Ct,Buford,GA,30518,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
University Moving  Storage Company,www.movesusa.com,706-353-1141,3410 Jefferson Rd.,Athens,GA,30607,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",MEMBER
US-1 Van Lines/Van Buren Movers,,770-662-8400,2065 Peachtree Industrial Ct,Atlanta,GA,30341,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
USA Eagle Movers,,770-457-1080,2628 Pineland Ave,Doraville,GA,30340,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Arizona's Best Moving Company LLC,,480-272-9560,136 N 54Th St,Mesa,AZ,85205,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1513123,"",""
Van Buren Movers  Cleaners Inc.,,678-372-5203,310 Derby Dr,Riverdale,GA,30274,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
West Moving and Hauling,westmovingandhauling.com,229-815-7796,1530 Hooks Mill Rd,Leslie,GA,31764,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Wirks Moving  Storage,www.wirksmoving.com,404-635-6683,2420 Jim Owens Ln,Kennesaw,GA,30152,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Xtreme Moving  Storage LLC,www.xtrememoving.com,678-889-2288,2787 Thompson Mill Rd,Buford,GA,30519,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
A-1 Horton's Moving Service,www.a1hortonsmovingservice.com,404-699-9075,5315 Tulane Dr SW Ste N,Atlanta,GA,30336,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,0,"","","","","","",Not Found
Alan's Crating,www.alanscrating.com,770-664-4966,801 Belcourt Pkwy,Roswell,GA,30076,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Coastal Moving  Storage,www.coastalmoving.com,912-233-1153,3507 Edwin Ave,Savannah,GA,31405,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","","",http://www.bbb.org/north-east-florida/business-reviews/movers/coastal-moving-storage-inc-in-savannah-ga-235955556/,"","",Not Found
Make-A-Move,www.makeamoveatl.com,404-437-6338,160 Clairemont Ave,Decatur,GA,30030,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Nelson  Company Movers,www.nelsonandcompanymovers.com,229-539-0423,1425 E Park Ave,Valdosta,GA,31602,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
"Precision Movers, Inc.",www.precisionmovers.us,404-994-3163,1630 Industrial Drive,Sycamore,GA,31790-0210,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,"",20000,"","","","","",Not Found
Atlantic Relocation Systems,www.atlanticrelocation.com,602-352-6683,835 North 47th Ave,Phoenix,AZ,85043,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","",2008806 (Atlas Van Lines 125550),"",""
"Smith Moving  Storage Services, LLC",www.smithmovingpros.com,678-760-9773,4206 Westchester Lane NE,Atlanta,GA,30345,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Total Moving Services,www.totalmovingservices.net,678-920-4828,2657 Lenox Rd NE,Atlanta,GA,30324,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
"Georgia Pack and Load Moving and Storage, Inc.",www.GApackandload.com,770-458-2510,1300 Northbrook Parkway,Suwanee,GA,30024,true,true,true,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,"","38,000 sq. ft.","","","","","",Not Found
Atlanta Pro Movers,www.atlantapromovers.net,404-462-1230,800 Forrest St NW,Atlanta,GA,30318,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","",2010,"","","",Not Found
J  R Moving and Delivery LLC,www.jandrmoving.com,706-459-7823,471 Worley Rd,Tunnel Hill,GA,30755,true,true,true,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,"",No,"","","","","",Not Found
City Relocation,www.cityrelocation.us,866-943-2489,7468 Jonesboro Rd.,Jonesboro,GA,30236,true,true,true,false,false,false,false,true,true,false,false,true,true,false,true,true,true,false,"","28,500 sq. ft.","","","","","",Not Found
Bannister Moving  Storage Inc.,,602-942-1166,4397 W Bethany Home Rd Ste 1162,Glendale,AZ,85301,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1467349,"",""
Bekins Hawaiian Movers Inc.,www.bekins.com,808-682-6055,91-120 Hanua St,Kapolei,HI,96707,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Bekins Van Lines
            ","","","",00076-C,""
Big Isle Moving  Draying Inc.,www.bigislemoving.com,808-935-9353,69 Railroad Ave Ste B12,Hilo,HI,96720,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16,"","","","","",05012-C,""
Covan World-Wide Moving Inc.,www.covan.com,800-239-7700,1043 Opule St,Kapolei,HI,96707,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,445,"","","","","",02145-C,""
Crown Relocations/Transpacific Moving  Storage Ltd.,www.crownrelo.com,808-625-4520,600 Kahelu Ave,Mililani,HI,96789,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","",No,""
Express Movers/Hawaii Dependable Express Movers,www.movershawaii.com,808-672-2675,98-125B Lipoa Place,Aiea,HI,96701,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","",02147-C,""
W. Gaylord and Sons Moving Co.,,808-486-1515,1723 Malanai St,Honolulu,HI,96826,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","",269-C,""
Hawaii International Movers Inc.,www.bekins.com,808-682-2425,91-120 Hanua St,Kapolei,HI,96707,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","","",No,""
Hawaii Piano  Household Moving,www.hawaiipianomoving.com,808-922-8825,441 Lewers Ste 501,Honolulu,HI,96815,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,19,"","","","","",266C,""
Hitco Moving and Storage Service,www.hitcomovingandstorage.com,808-935-0010,144 Makaala St,Hilo,HI,96720,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,20,"","","","","",05017-C,""
Island Movers Inc.,www.islandmovers.com,808-832-4000,Pier 42,Honolulu,HI,96817,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,112,"","","","","",00071-C,""
Black Diamond Moving Systems,,623-882-1066,112 E Davis Ln,Avondale,AZ,85323,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","",1822639,"",""
Malama Moving Company/Johnny the Mover,www.johnnythemover.com,808-957-0040,"624 Pumehana Street, Apt. 1",Honolulu,HI,96826,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,0,"","","","","",02247-C,""
M Dyer  Sons Inc.,www.mdyerandsons.com,808-456-4200,98-054 Kuleana Rd,Pearl City,HI,96782,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,33,"","","","","",No,""
Pacific Island Movers LLC,www.pacificislandmovers.com,808-682-9900,1043 Opule St Ste 1,Kapolei,HI,96707,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","",No,""
Pacific Transfer LLC,www.pacifictransfer.com,808-836-3871,664 Kakoi St,Honolulu,HI,96819,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Atlas Van Lines
            ","","","",00103-C,""
Pacific Transfer LLC,www.pacifictransfer.com,808-676-9120,94-360 Ukee St,Waipahu,HI,96797,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Atlas Van Lines
            ","","","",00103-C,""
PODS,www.pods.com,877-770-7637,"91-291 Kalaeloa Blvd, Unit E-9 ",Kapolei,HI,96707,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","",2259-C,""
Precision Moving and Storage Inc.,precisionmovingandstorage.com,808-485-2291,91-544 Awakumoku St,Kapolei,HI,96707,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,18,"","","","","",02141-C,""
Royal Hawaiian Movers,www.royalhawaiianmovers.com,808-873-0777,"400 Hana Hwy, Ste D",Kahului,HI,96732,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,54,"","","","","",00085-C,""
Royal Hawaiian Movers,www.royalhawaiianmovers.com,808-833-1611,3017 Ualena St,Honolulu,HI,96819,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,54,"","","","","",00085-C,""
We Haul Supermove Ultimate Movers,,808-735-4697,2436 S Berentania St,Honolulu,HI,96826,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","",02123-C,""
Budget Movers LLC,www.budgetmoversaz.com,602-242-4391,2340 W Holly St,Phoenix,AZ,85009,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",1723887,"",""
Worldwide Moving  Storage Inc.,www.worldwidemoversinc.com,808-682-3722,93-313 Kauhi St,Kapolei,HI,96707,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","",00212-C,""
Westpac International Inc. ,www.westpacinternational.com,808-845-9711,1220 Mikole St,Honolulu,HI,96819,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,27,"","","","","",No,""
Town  Country Moving  Storage ,www.tcmovers.com,808-969-1911,888 Kalanianaole Ave Unit B,Hilo,HI,96720,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","",No,""
All My Sons Moving and Storage of Idaho Inc.,www.allmysons.com,208-672-8220,2240 S. Cole Rd.  #140,Boise,ID,83709,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","",1297089,"",""
Alliance Moving Inc.,www.alliancemovinginc.com,208-676-1088,5071 Building Center Dr.,Coeur D Alene,ID,83815,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",1127257,"",""
American Moving,www.americanmovingidaho.com,208-777-0929,3172 W. Siltice Way,Post Falls,ID,83854,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",1009960,"",""
B Transfer Inc.,,208-587-8464,890 W. 6Th SO,Mountain Home,ID,83647,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","",20016 (Mayflower 125563),"",""
Bell Moving Systems,,800-585-7182,136 E Railroad Ave .,Burley,ID,83318,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","",Wheaton World Wide Moving 70719,"",""
Boise Delivery  Transfer Inc.,www.no-website.com,208-375-5577,27 N. Phillippi,Boise,ID,83706,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","",261,"",""
City North American,www.citynorthamerican.com,208-882-2213,1420 S. Main St.,Moscow,ID,83843,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,9,"","","","",199889,"",""
Delaney's Moving  Storage Inc.,,256-546-6683,118 Court St,Gadsden,AL,35901,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Camelback Moving Inc.,camelbackmoving.com,602-564-6683,2330 N 31st Ave,Phoenix,AZ,85009,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","",1635834,"",""
Eagle Transfer  Storage,www.eagletrinaco.com,208-746-7961,701 29th St. NO.,Lewiston,ID,83501,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","",443887 (Arpin Van Lines 49922),"",""
Eagle Transfer  Storage,www.eagletrinaco.com,208-461-8668,1927 N. Elder St.,Nampa,ID,83687,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","",443887 (Arpin Van Lines 49922),"",""
Ford Transfer  Storage,www.bekins.com,208-733-5274,217 Wall Ave,Twin Falls,ID,83301,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","",1074926 (Bekins Van Lines 2256609),"",""
InterWest Moving  Storage,www.interwestmoving.com,208-523-8989,1765 N. Yellowstone Hwy,Idaho Falls,ID,83401,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","",205985 (Atlas Van Lines 125550),"",""
Gem State Moving,www.gemstatemoving.com,208-381-0665,4790 Clinton,Boise,ID,83706,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",880303,"",""
Idaho Moving  Transport,www.idahomt.com,208-404-4067,1039 Plainview Dr.,Twin Falls,ID,83301,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1988812,"",""
Lake City Transfer,www.nationalvanlines.com,208-765-3541,5073 N. Bldg Center Dr.,Coeur D'Alene,ID,83815,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","",National Van Lines 76628,"",""
Elite Services,moveitonce.com,208-233-2337,848 S. 1st Ave.,Pocatello,ID,83201,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",905801,"",""
Magic Valley Movers LLC,,208-734-6017,568 Grange Ln.,Twin Falls,ID,83301,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",835716,"",""
Mesa Moving and Storage,www.mesamoving.com,208-336-7000,7600 S. Eisenman Rd. ,Boise,ID,83716,true,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,"","","",1981,"",236778 (United Van Lines 77949),"",""
Campstone Transfer Inc.,campstonetransfer.com,520-456-1123,403 N Huachuca Blvd,Huachuca City,AZ,85616,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Atlas Van Lines
            ","","",569048 (Atlas Van Lines 125550),"",""
Nicholas Moving Systems Inc.,www.idahomovers.com,208-523-2670,1385 Foote Dr.,Idaho Falls,ID,83402,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for United Van Lines
            ","","",384264 (United Van Lines 77949),"",""
Allied Van Lines ,www.allied.com,208-258-3967,111 N. Curtis Road,Boise,ID,83706,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","",62670 (Allied Van Lines 76235),"",""
Rainbow Local Moving,,208-777-0902,114 Scott St.,Post Falls,ID,83854,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1194031,"",""
Roche Moving  Storage,www.allied.com,208-522-7233,857 Lindsay Blvd,Idaho Falls,ID,83402,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","",62756 (Allied Van Lines 76235),"",""
Space Age Movers Inc.,,208-376-4611,2731 Linder Rd.,Kuna,ID,83634,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","",749107,"",""
Stanton Transfer and Storage Co Inc.,,208-642-2331,715 2nd Ave. NO,Payette,ID,83661,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","",142601,"",""
