name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,Number of Trucks,Warehouse Size,Business Type,In Business Since,Better Business Bureau,usdot_row,state_license_row,state_association_row
Rudy's Moving  Delivery LLC,,203-838-0507,281 Ash St,Bridgeport,CT,06605,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Simon Gagnon Moving Inc.,,203-879-4966,1188 Wolcott Rd,Wolcott,CT,06716,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Siracusa Moving  Storage Inc.,www.siracusamoving.com,860-225-9144,250 Commerce Circle,New Britain,CT,06051,true,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Sound Beach Moving,soundbeachmoving.com,203-698-0170,11 Harding Rd,Old Greenwich,CT,06870,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Sullivan Moving  Storage Inc.,,203-575-1372,100 Smoron Ct,Southington,CT,06489,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
The West Hartford Moving  Storage Company,,860-953-5493,160 South St,West Hartford,CT,06110,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Two Men And A Truck,www.twomenandatruck.com,203-831-9300,490 Hayden Station Rd,Windsor,CT,06095,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,13,"","","","","","",Not Found
West End Moving  Storage,www.westendmove.com,203-367-4481,241 Pine St,Bridgeport,CT,06605,true,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
AAA Moving  Storage Inc.,www.aaa-moving.com,866-641-4446,5350 Shaune Dr ,Juneau,AK,99801,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",MEMBER
"William B. Meyer, Inc.",www.williambmeyer.com,800-727-5985,255 Long Beach Blvd,Stratford,CT,06615,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,false,"","","",1915,"","","",Not Found
Woodland Moving  Warehouse Inc.,www.woodlandmovingandwarehouse.com,860-249-1949,650 Windsor St,Hartford,CT,06120,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,3,"","","","","","",Not Found
Zielinski Family Moving  Removal,www.zielinskimoving.com,866-539-4126,122 S Pomperaug Ave Ste 6B,Woodbury,CT,06798,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
AA Movers/The Packaging Store,www.moveall.com,860-432-7005,199 Adams Street,Manchester,CT,06042,true,true,true,true,false,true,false,true,false,false,false,true,true,false,true,false,true,false,"","10,000 sq. ft.","","","","","",Not Found
Collegian Movers Inc.,www.CollegianMovers.com,203-283-5044,674 Naugatuck Avenue,Milford,CT,06461,true,true,true,false,true,false,false,true,true,false,false,true,true,false,true,false,true,true,"","","",1989,"","","",Not Found
BeavEx Moving  Storage,www.beavexmoving.com,203-433-4775,14 Commerce Drive,North Branford,CT,06471,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
"MHO Movers, LLC",www.mhomoving.com,203-229-0102,20 Red Oak Lane,Norwalk,CT,06850,true,true,true,true,false,true,false,true,false,false,false,true,false,false,true,false,true,false,"","5,000 sq. ft.","","","","","",Not Found
Shepard's Moving - A Mayflower Agent,www.shepardsinc.com,203-830-8311,32 Henry St,Bethel,CT,06801,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,false,true,true,"","","",1955,"","","",Not Found
"WorldCare Pet Transportation, LLC ",www.worldcarepet.com,203-662-0672,472 Mansfield Ave,Darien,CT,06820,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Sterling Moving  Storage Inc.,www.sterlingmoving.com,860-892-6072,93 Stockhouse Rd.,Bozrah,CT,06334,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,36,"","","","","","",Not Found
Armstrong Relocation,www.armstrongrelocation.com,334-279-9822,5414 Lamco St,Montgomery,AL,36117,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
AAA Moving  Storage Inc.,www.aaa-moving.com,866-641-4446,11590 W Rezanof Dr ,Kodiak,AK,99615,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",MEMBER
Sterling Moving  Storage Inc.,www.sterlingmoving.com,978-667-0044,263 Industrial Ave.,Lowell,MA,01852,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,36,"","","","","","",Not Found
Sterling Moving  Storage Inc.,www.sterlingmoving.com,301-604-4268,8215 Dorsey Run Rd. Ste C,Jessup,MD,20794,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,36,"","","","","","",Not Found
Sterling Moving  Storage Inc.,www.sterlingmoving.com,401-943-3200,61 Comstock Pkwy,Cranston,RI,02921,true,true,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,36,"","","","","","",Not Found
Nationwide Moving  Storage,www.nationwidemoving.com,860-264-6033,100 Peters Rd,Bloomfield,CT,06002,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Nationwide Moving  Storage,www.nationwidemoving.com,860-264-6033,55 Moffitt St.,Stratford,CT,06497,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Allstate Van  Storage/American Van,americande.com,302-369-0230,900 Interchange Blvd,Newark,DE,19711,true,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Bayshore Transportation System Inc.,www.bayshoreallied.com,888-665-7342,901 Dawson Dr,Newark,DE,19713,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Berry Van Lines Inc.,www.berryvanlines.com,302-674-1300,602 Pear St,Dover,DE,19904,true,true,true,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",Not Found
Delaware Moving  Storage Inc.,www.delawaremovingandstorage.com,302-322-0311,214 Bear-Christiana Rd,Bear,DE,19701,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","","",Not Found
Ability Moving and Storage LLC,www.abilitymovingandstorage.com,907-346-4821,4821 E 104Th Ave,Anchorage,AK,99507,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Glens Moving  Hauling Inc.,,302-798-0922,2615 Washington Ave,Claymont,DE,19703,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Holman Moving Systems,www.holmanmoving.com,302-323-9000,20 E Commons Blvd,New Castle,DE,19720,true,true,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Hopkins  Sons Inc.,www.hopkinsandsons.com,302-322-5421,1 Bellecor Dr,New Castle,DE,19720,true,true,true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
PODS,,302-734-0410,631 Ridgely St Ste 10,Dover,DE,19904,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Set Free Moving  Storage,,302-834-1110,1200 Interchange Blvd,Newark,DE,19711,true,false,true,false,false,false,false,false,false,true,false,true,false,true,false,true,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Sterling International Div. of A. Arnold Moving,www.aarnoldmovingcompany.com,800-626-5371,6 Denny Rd Ste 203,Wilmington,DE,19809,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,64,"","","","","","",Not Found
Taylor Moving Service,,302-945-1890,Rd #5 Box 59,Harbeson,DE,19951,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruck.com,302-734-5017,1169 S Dupont Hwy,Dover,DE,19901,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Two Men and a Truck,www.twomenandatruck.com,302-998-2600,3 Lewis Circle,Wilmington,DE,19804,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Uncle Sugar's Moving Co Inc.,www.unclesugarsmoving.com,302-436-9326,34680 Horseshoe Dr,Selbyville,DE,19975,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Ace Delivery  Moving Inc.,www.alaskanace.com,907-522-6684,7920 Schoon St,Anchorage,AK,99518,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Washburn Moving Inc.,,302-731-0999,1530 Capitol Trial,Newark,DE,19711,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
DC Movers,,877-820-9225,5440 Connecticut Ave,Washington,DC,20015,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","",1479618,"",""
Dimitri Moving Inc.,,202-832-3600,1431 Okie St NE,Washington,DC,20002,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","",665442,"",""
District Relocators,districtrelocators.com,202-528-7831,627 Alabama Ave SE,Washington,DC,20032,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","",2019320,"",""
Federal Moving  Storage Company LLC,federalmoving.mayflowermovingagent.com,202-234-5600,1701 Florida Ave NW,Washington,DC,20009,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","",964008 (Mayflower 125563),"",""
Mullens Vans  Storage Co Inc.,,202-829-6676,412 V St N,Washington,DC,20002,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","",64714,"",""
Security Moving Storage Logistics,www.sscw.com,202-234-5600,1701 Florida Ave NW,Washington,DC,20009,true,true,true,false,false,true,false,false,false,false,false,true,false,false,true,true,false,false,"","","
              Agent for United Van Lines
            ","","",94594 (United Van Lines 77949),"",""
Sunset Movers,,202-723-2800,7725 16Th St NW,Washington,DC,20012,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","",522628,"",""
Secor Group (formerly Security International),secor-group.com,800-736-6825,1701 Florida Ave NW,Washington,DC,20009,true,false,true,false,false,false,false,false,false,false,false,true,true,false,true,true,false,false,0,"","","","",Not Found,"",""
BR-Movers,www.brmovers.com,866-693-7430,5644 3rd st NE,Washington,DC,20011,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,false,true,false,"","","",2005,"",1409224,"",""
Alaska Orient Van Service Inc.,,800-249-6310,3420 Industrial Ave,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,1,"","","","","","",Not Found
"2 College Brothers, Inc.",www.2collegebrothers.com,352-448-9095,3615 SW 13th St. Suite 7,Gainesville,FL,32608,true,false,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,0,"","","","","","",Not Found
A  A Transfer  Storage Inc.,www.anatransfer.com,850-244-7661,113 Hollywood Blvd NW,Fort Walton Beach,FL,32548,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,34,"","","","","","",MEMBER
A  A Transfer  Storage Inc.,www.anatransfer.com,850-434-3533,125 Lurton St ,Pensacola,FL,32505,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",MEMBER
A  H Moving Services Inc.,www.no-website.com,727-573-1880,12890 Automobile Blvd Ste E,Clearwater,FL,33762,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",MEMBER
A  P Moving,aandpmoving.com,305-554-5929,9999 NW 89th Ave Unit #7,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
A Aachean Carmel Moving  Storage Inc.,nowebsite.com,954-927-2515,3101 SW 25 St,Hallandale,FL,33009,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
A B C Moving Inc.,www.abcvanlines.com,305-740-9788,18239 NE 4 Ct,Miami,FL,33168,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Big Boys Moving  Storage  ,www.votedbestmovers.com,813-936-2699,8412 N Habana Ave,Tampa,FL,33614,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,"","","",2005,"","","",Not Found
A Father  Son Moving Company LLC,www.wemovetampabay.com,727-645-6965,5006 Trouble Creek Rd Ste 127,New Port Richey,FL,34652,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Alison's Relocations Inc.,www.alisonsrelo.com,907-345-9934,1524 Ship Ave,Anchorage,AK,99501,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,6,"","","","","","",MEMBER
A Fun Day Moving 2,afundaymoving.net,813-802-7926,10222 Covington Rd,Riverview,FL,33578,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
A Hi Land Transfer and Storage,www.no-website.com,850-763-0697,2630 Twilight Ave,Panama City,FL,32405,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Royal Moving  Storage Inc.,royal-moving.com,407-282-0575,6810 Old Cheney Hwy,Orlando,FL,32807,true,false,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
A-Turner Moving  Storage Inc.,www.gainesvillemoversusa.com,352-372-0406,1001 N W 53Rd Ave,Gainesville,FL,32609,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,14,"","","","","","",Not Found
A+ Student Movers and A+ Mini Storage,www.aplusstudentmovers.com,850-432-5594,6155 N Palafox St,Pensacola,FL,32503,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
A-1 Auto Movers Inc.,www.a1carmovers.com,954-327-2300,4211 Kean Rd,Davie,FL,33317,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
A-1 Fargo Van and Storage Inc.,,305-595-9501,7700 SW 100th St,Miami,FL,33174,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
A-1 Moving  Storage Company,www.a1moving.com,855-969-1976,15070 Corporate Rd N,Jupiter,FL,33478,true,true,true,false,false,true,true,true,true,false,false,true,true,false,true,false,true,true,"","","",1972,"","","",MEMBER
A-1 Southeast Moving Inc.,www.realpagessites.com,305-485-9098,3323 SW 154th Ct,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Vantage Blue,www.vantageblue.com,954-581-1711,111 NW 25th Av,Fort Lauderdale,FL,33311,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Allen's Professional Moving Services,,907-338-7755,2730 Brittany Dr,Anchorage,AK,99504,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
A1A Atlantic Moving  Storage,www.movingservices.com,952-581-1711,111 NW 25th Ave,Fort Lauderdale,FL,33311,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
A1Ace Movers Inc.,www.a1acemovers.com,904-220-6233,12535 Fallohide Ln,Jacksonville,FL,32254,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
AAA Dolphin Moving  Storage Corp,aaadolphin.net,386-428-2995,1945-47 W Park Ave,Edgewater,FL,32132,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
AAA Flat Rate Moving Inc.,,941-922-4466,6174 Clark Center Ave,Sarasota,FL,34237,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
AAA Gold Coast Moving  Storage Inc.,,954-974-7700,6825 NW 16th Ter,Fort Lauderdale,FL,33309,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
AAA Insta Move Inc.,www.instamove.com,407-330-7320,3830 Caboose Pl,Sanford,FL,32771,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",MEMBER
AAA Moving  Storage,3amoving.com,321-728-4454,404 West Dr,Melbourne,FL,32904,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
AAA Moving  Storage,aaamoving.net,813-672-1000,7936 Eagle Palm Drive,Riverview,FL,33605,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,9,"","","","","","",Not Found
AAdvantage Relocation Inc.,www.no-website.com,850-785-4607,1714 Frankford Ave,Panama City,FL,32405,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
AAdvantage Relocation Inc.,,850-457-6683,8761-B Ely Rd,Pensacola,FL,32514,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Borealis Moving  Storage Inc.,,907-452-1181,600 Driveway St,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,4,"","","","","","",Not Found
AAdvantage Relocation Inc.,,850-575-6683,"738 Capital Circle, NW",Tallahassee,FL,32304,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
ABC Easy Moving,www.pensacolaflmovers.com,850-505-4987,3261 Deer Ridge Rd,Cantonment,FL,32533,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Ace World Wide Moving  Storage Company,www.aceworldwide.com,407-251-4911,1125 Gills Dr Ste 400,Orlando,FL,32824,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
ADA Moving  Storage Inc.,www.adamoving.com,561-447-4362,1356 NW 2nd Ave,Boca Raton,FL,33432,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Admired Van Lines Inc.,nowebsite.com,386-427-4830,134 Arbor Ln,Edgewater,FL,32132,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Affordable Movers,,352-279-0975,8453 DIRLENTON WAY,WEEKI WACHEE,FL,34613,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Affordable Movers,affordablemoversfl.liveonatt.com,850-769-2636,3725 Bay Tree Rd,Lynn Haven,FL,32444,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
All Directions Moving  Storage Inc.,www.alldirectionsmoving.com,941-758-3800,1401 Whitfield Ave ,Sarasota,FL,34243,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,"","","","",http://www.bbb.org/west-florida/business-reviews/movers/all-directions-moving-and-storage-in-sarasota-fl-52004436,"","",Not Found
All in a Box Moving  Storage,www.allinaboxmovers.com,813-269-4887,602 N 34th St,Tampa,FL,33626,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
All Moving Services Inc.,allmovingservices.com,954-938-0110,3450 NW 53Rd St,Fort Lauderdale,FL,33309,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Continental Van Lines,www.continentalvan.com,907-279-2571,1031 E 1St Ave,Anchorage,AK,99501,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",MEMBER
All My Sons Moving  Storage of Ft Myers Inc.,www.allmysons.com,239-561-6300,14660 Jetport Loop Bldg B Ste 9,Fort Myers,FL,33913,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,13,"","","","","","",Not Found
All My Sons Moving  Storage of Jacksonville Inc.,www.allmysons.com,904-642-6900,6805-1 Stuart Ln S,Jacksonville,FL,32254,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
All My Sons Moving  Storage of Melbourne Inc.,www.allmysons.com,321-783-5100,2459 Cheney Hwy Ste 63,Titusville,FL,32780,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
All My Sons Moving  Storage of Pensacola Inc.,www.allmysons.com,850-435-9000,3983 North W St Ste#-24,Pensacola,FL,32505,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
All My Sons Moving  Storage of West Palm Beach Inc.,www.allmysons.com,561-233-7900,15827 Guild Ct,Jupiter,FL,33478,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,14,"","","","","","",Not Found
All My Sons Moving and Storage of Ft Lauderdale Inc.,www.allmysons.com,954-941-3404,1919 NW 19th St 105,Fort Lauderdale,FL,33311,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
All My Sons Moving and Storage of Orlando Inc.,www.allmysons.com,407-650-0200,3636 Silver Star Rd,Orlando,FL,32808,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,8,"","","","","","",Not Found
All Points Moving Systems,,407-831-2180,121 Sheridan Ct,Longwood,FL,32750,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,4,"","","","","","",Not Found
All Stars Moving Inc.,www.movewithallstars.com,407-722-4844,648 Elmwood Dr,Winter Springs,FL,32708,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
All State Moving  Storage Van Lines Inc.,www.allstatemovingandstorage.net,954-452-9881,13993 SW 42 St,Davie,FL,33317,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Denali Moving Systems,www.denaligroup.com,800-228-4480,410-A North Sitka St,Anchorage,AK,99501,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,1,"","","","","","",MEMBER
All The Right Moves Inc.,www.alltherightmoves.net,941-330-1887,2258 72nd Ave E,Sarasota,FL,34237,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
All The Rite Moves,,727-512-4191,7962 49th Ave N,St. Petersburg,FL,33705,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
All The Way with Bill Vernay Inc.,www.billvernay.com,239-693-8700,3065 Cranford Ave,Fort Myers,FL,33908,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,7,"","","","","","",Not Found
Alpha Moving  Storage,www.alphamoves.com,407-816-6644,"2300 Principal Row, Ste 103",Orlando,FL,32824,true,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Al's Moving  Storage,www.jkingtransporter.com,352-795-6363,4892 N Elm Dr,Crystal River,FL,34429,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
ALS Van Lines Services/ Daniel Moving System,www.alsvanlines.com,786-422-5926,1003 Park Centre Blvd.,Miami,FL,33169,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,20,"","","","","","",Not Found
American Move Systems Inc.,,850-243-2083,113 Hollywood Blvd NW,Fort Walton Beach,FL,32548,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,1,"","","","","","",Not Found
American Van Lines Inc.,americanvanlines.com,954-318-0848,1351 NW 22nd St,Pompano Beach,FL,33069,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,true,true,false,"","","",1995,"","","",Not Found
AMWAT Moving Warehousing Storage,amwatmovers.com,850-877-7131,319 Ross Rd,Tallahassee,FL,32304,true,true,true,false,false,false,true,true,true,false,false,true,true,false,true,true,false,true,7,"","","","","","",Not Found
Anywhere- Anytime Moving  Storage Inc.,www.sebringmovers.com,863-471-6495,603 Avocado St,Sebring,FL,33870,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Emerald Island Moving Systems Inc.,,907-487-2749,5152 Tom Stiles Rd Bldg A-2,Kodiak,AK,99615,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,4,"","","","","","",Not Found
Apartment Movers,apartmentmoversflorida.net,904-739-1441,9272 Jaybird Cir E,Jacksonville,FL,32254,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Apple Moving Inc.,,239-596-6190,4639 Navassa Ln,Naples,FL,34110,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Arpin of Jacksonville/ Stewart Moving  Storage,www.arpinofjacksonville.com,904-786-3833,6580 W 5th St,Jacksonville,FL,32254,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,3,"","","","","","",MEMBER
Arpin of Melbourne  Orlando,,321-631-9118,5155 King St,Cocoa,FL,32926,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,3,"","","","","","",Not Found
Astro Law's Moving  Storage,astrolaws.com,772-562-6600,1100 - 17th St,Vero Beach,FL,32960,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
At Your Service Moving  Delivery Inc.,,239-353-8100,1340 29 St SW,Naples,FL,34104,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Atlantic Relocation Systems,www.atlanticrelocation.com,941-484-3445,6314 31st St E,Sarasota,FL,34243,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Atlantic Relocation Systems,www.atlanticrelocation.com,813-886-7726,5415 Pioneer Park Blvd,Tampa,FL,33634,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Austin Moving  Storage,fortwaltonmovers.com,850-243-1323,28 Industrial St,Fort Walton Beach,FL,32548,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
